t,Avonmouth Docks,Avonmouth Primary,Bedminster,Bishopsworth,Bower Ashton,Broadweir Primary,Cairns Road,Clifton,Cotham Primary,Eastville,Feeder Rd 11kv,Feeder Road B,Filton DC,Kingsweston,Lockleaze,St Pauls Bsp 11kv,Stoke Bishop,Whitchurch,Woodland Way,Iron Acton,Seabank
2020-08-12 02:00:00,-2.28,-7.4884586,-8.532986295,-4.476,-1.006,-2.329254444,-10.7445,-8.892,-7.13,-4.6,-15.979,-5.71,-7.0875,-2.57,-5.3485,-14.7535,-2.9925,-5.54515,-9.3275,0,0
2020-08-12 03:00:00,-2.584,-7.3090131,-8.073678762,-4.251,-0.9735,-2.247052785,-10.127,-8.835,-7.08,-4.39,-15.2285,-5.58,-7.02,-1.87,-4.9495,-14.155,-2.812,-5.378425,-8.9115,0,0
2020-08-12 04:00:00,-2.66,-7.4529552,-7.942493661,-4.251,-0.971625,-2.304036962,-10.1175,-8.778,-7.01,-4.28,-15.067,-5.56,-6.9795,-1.83,-4.921,-13.908,-2.812,-5.390775,-8.736,0,0
2020-08-12 05:00:00,-2.261,-7.860471,-8.083807648,-4.2905,-1.002,-2.381632517,-10.241,-8.797,-6.99,-4.28,-15.086,-5.56,-7.0065,-2.127,-4.9305,-14.0125,-2.774,-5.34755,-8.7295,0,0
2020-08-12 06:00:00,-1.938,-7.7369748,-8.586340823,-4.7095,-1.0685,-2.523336054,-10.4785,-9.1485,-7.3,-4.38,-15.5895,-5.82,-7.137,-2.225,-4.959,-15.124,-2.793,-5.54515,-9.204,0,0
2020-08-12 07:00:00,-2.166,-8.5867144,-10.55903077,-5.5565,-1.2005,-2.567396058,-12.0745,-10.374,-7.79,-5.25,-18.145,-6.28,-7.7004,-3.155,-5.624,-18.658,-3.0685,-6.3479,-10.7575,0,0
2020-08-12 08:00:00,-3.515,-10.15294275,-13.41230141,-6.3865,-1.398375,-3.444069175,-14.592,-11.78,-9.06,-6.32,-21.736,-7.12,-8.7696,-3.37,-6.441,-21.641,-3.686,-6.8445,-12.818,0,0
2020-08-12 09:00:00,-4.218,-11.27861735,-15.31256984,-7.096,-1.558875,-4.209633891,-16.5015,-13.281,-10.07,-7.24,-23.8815,-8.19,-9.4824,-2.769,-7.1155,-24.871,-3.9995,-7.4919,-14.4235,0,0
2020-08-12 10:00:00,-4.503,-11.6404581,-15.7039769,-7.513,-1.549125,-5.243979784,-17.1475,-14.288,-10.72,-7.51,-24.9565,-8.71,-9.8991,-3.53,-7.353,-27.379,-3.9235,-7.616375,-14.807,0,0
2020-08-12 11:00:00,-5.016,-12.355106,-16.30413059,-7.3885,-1.5465,-5.872618523,-17.1475,-14.706,-11.24,-7.56,-25.3355,-9.27,-10.1241,-3.78,-7.524,-28.5665,-3.686,-7.4581,-14.833,0,0
2020-08-12 12:00:00,-3.686,-12.56844755,-16.64335264,-7.4205,-1.54675,-6.050530313,-17.195,-15.409,-11.63,-7.7,-26.0115,-9.49,-10.5066,-4.067,-7.619,-29.8015,-3.686,-7.542925,-15.0735,0,0
2020-08-12 13:00:00,-6.1085,-12.686167,-16.39216044,-7.3715,-1.567375,-6.425619625,-17.746,-15.7985,-11.73,-7.59,-25.8945,-9.65,-10.4004,-2.931,-7.5905,-30.024,-3.857,-7.541625,-15.0215,0,0
2020-08-12 14:00:00,-6.042,-12.15944315,-16.61641839,-7.313,-1.534125,-6.560154108,-17.1665,-15.922,-11.76,-7.44,-25.2925,-9.66,-10.4481,-2.83,-7.467,-29.738,-3.6575,-7.33525,-14.8265,0,0
2020-08-12 15:00:00,-3.99,-12.7082252,-16.0495542,-7.3715,-1.515125,-6.573141631,-17.1285,-15.675,-11.12,-7.32,-25.1675,-9.5,-10.3716,-2.934,-7.3815,-29.9745,-3.6575,-7.071025,-14.586,0,0
2020-08-12 16:00:00,-5.2155,-12.495215,-16.29994992,-7.693,-1.50375,-6.569103207,-17.3945,-15.808,-10.63,-7.4,-25.2645,-9.27,-10.4256,-2.938,-7.4575,-30.0675,-3.667,-7.5998,-14.9955,0,0
2020-08-12 17:00:00,-4.807,-12.1939691,-14.99949558,-7.976,-1.577875,-6.358298577,-18.221,-15.884,-10.33,-7.44,-25.516,-9.11,-10.557,-3.253,-7.714,-28.9465,-4.0755,-8.559525,-16.38,0,0
2020-08-12 18:00:00,-3.1065,-11.72693645,-14.44617691,-7.9075,-1.59025,-5.913925198,-18.734,-15.504,-9.45,-7.67,-25.414,-8.7,-10.3167,-2.913,-8.208,-25.213,-4.427,-9.165975,-16.965,0,0
2020-08-12 19:00:00,-2.0615,-11.1330217,-14.13904275,-7.868,-1.606125,-4.61643642,-18.658,-14.991,-8.6,-7.64,-24.4255,-8.45,-10.0953,-2.08,-8.5025,-22.9235,-4.731,-9.0896,-16.2565,0,0
2020-08-12 20:00:00,-2.299,-11.1204275,-13.12718044,-7.6235,-1.524,-3.901560725,-18.3065,-13.737,-7.89,-7.61,-23.845,-8.04,-9.594,-4.391,-8.455,-20.425,-4.693,-8.861125,-15.86,0,0
2020-08-12 21:00:00,-2.0615,-11.162234,-12.65800816,-7.5465,-1.564875,-3.737955779,-18.4965,-13.528,-7.66,-7.76,-24.1965,-7.84,-9.4995,-2.9,-8.5215,-20.083,-4.7975,-9.0649,-15.964,0,0
2020-08-12 22:00:00,-1.6865,-9.19446765,-11.34565049,-6.562,-1.33025,-3.270093955,-16.7865,-12.3975,-7.26,-7.08,-22.1065,-7.27,-9.207,-3.668,-7.847,-18.1165,-4.541,-8.2498,-14.404,0,0
2020-08-12 23:00:00,-1.7195,-8.60390015,-10.26285754,-5.7035,-1.164875,-2.849973989,-14.2975,-10.8965,-7.04,-6.16,-19.741,-6.76,-8.5095,-3.726,-6.802,-16.815,-3.876,-7.17535,-12.4475,0,0
2020-08-13 00:00:00,-2.629,-8.21056215,-9.366809251,-5.031,-1.098125,-2.658249977,-12.3785,-9.8515,-6.89,-5.39,-17.993,-6.31,-8.0595,-5.249,-6.1275,-15.675,-3.5625,-6.415825,-10.959,0,0
2020-08-13 01:00:00,-1.6555,-7.8583905,-8.988145983,-4.7485,-1.10725,-2.626200265,-11.476,-9.557,-6.83,-5.09,-17.119,-6.1,-7.6455,-5.578,-5.5955,-15.276,-3.135,-5.897125,-10.0555,0,0
2020-08-13 02:00:00,-1.9855,-7.77890495,-8.730583544,-4.466,-1.019625,-2.545989763,-10.7635,-9.196,-6.68,-4.59,-16.0265,-5.87,-7.2945,-3.353,-5.2345,-15.124,-3.0305,-5.6316,-9.5615,0,0
2020-08-13 03:00:00,-2.6125,-7.6340309,-8.227023279,-4.2805,-0.967625,-2.437238632,-10.355,-8.93,-6.62,-4.34,-15.4185,-5.76,-7.0245,-3.07,-5.0825,-14.345,-2.888,-5.440175,-9.061,0,0
2020-08-13 04:00:00,-2.546,-7.97400835,-8.147006917,-4.2805,-0.951,-2.327041809,-10.317,-8.8255,-6.65,-4.25,-15.257,-5.81,-7.029,-3.852,-4.8925,-14.307,-2.793,-5.390775,-8.9765,0,0
2020-08-13 05:00:00,-2.223,-9.23645195,-8.377885332,-4.456,-0.95125,-2.390747807,-10.317,-8.8065,-6.69,-4.27,-15.2665,-5.63,-7.029,-2.927,-5.073,-14.5445,-2.831,-5.390775,-8.8725,0,0
2020-08-13 06:00:00,-2.109,-9.4243764,-8.667090751,-4.9925,-1.014,-2.614910845,-10.8585,-9.4905,-6.94,-4.42,-15.8365,-5.95,-7.2495,-2.987,-5.1965,-15.39,-2.774,-5.61925,-9.464,0,0
2020-08-13 07:00:00,-1.6055,-9.480645,-10.74451171,-5.4115,-1.186375,-2.933832121,-12.369,-10.906,-7.39,-5.27,-18.373,-6.51,-7.515,-3.159,-5.7,-19.1615,-3.249,-6.36025,-10.9655,0,0
2020-08-13 08:00:00,-2.926,-12.1371945,-13.54601138,-6.689,-1.426,-3.808133983,-14.953,-12.3595,-8.6,-6.38,-22.0685,-7.4,-8.298,-4.382,-6.6025,-21.831,-3.743,-7.1136,-13,0,0
2020-08-13 09:00:00,-6.194,-12.3774471,-15.5312584,-7.1475,-1.622,-4.460063548,-17.0525,-13.8225,-9.31,-7.31,-24.7095,-8.14,-9.0504,-4.721,-7.4765,-24.472,-4.18,-7.9534,-14.7875,0,0
2020-08-13 10:00:00,-5.8995,-12.54283195,-15.64203544,-7.4845,-1.63025,-5.23265186,-17.3755,-14.5255,-9.58,-7.65,-25.4125,-8.49,-9.3033,-4.69,-7.752,-26.2675,-4.1705,-8.16725,-15.405,0,0
2020-08-13 11:00:00,-6.1465,-13.11394265,-16.09411361,-7.913,-1.636375,-6.090777155,-17.765,-14.915,-9.86,-7.91,-25.821,-8.88,-9.4617,-3.986,-7.8755,-26.5525,-4.161,-8.358675,-15.626,0,0
2020-08-13 12:00:00,-5.624,-13.72922865,-16.47819697,-7.937,-1.672375,-6.281285016,-18.2115,-15.2285,-9.94,-8.14,-26.6105,-8.97,-9.7686,-4.147,-8.1415,-27.322,-4.2845,-8.55075,-15.678,0,0
2020-08-13 13:00:00,-4.1895,-13.37941765,-16.49130491,-8.0445,-1.646375,-6.137106726,-18.81,-15.751,-9.92,-8.27,-26.923,-9.12,-9.9792,-4.603,-8.3885,-27.8065,-4.427,-8.434075,-16.016,0,0
2020-08-13 14:00:00,-5.13,-12.73762145,-16.17032722,-7.8105,-1.492125,-6.167830371,-18.069,-15.181,-9.77,-7.93,-26.277,-8.93,-9.9927,-4.351,-7.9705,-27.417,-4.1705,-8.064225,-15.5415,0,0
2020-08-13 15:00:00,-5.966,-13.023583,-15.80610213,-7.4595,-1.545125,-6.039285978,-17.2615,-14.782,-9.8,-7.71,-25.2475,-8.85,-9.6741,-3.704,-7.467,-26.983,-3.9805,-7.93715,-15.2295,0,0
2020-08-13 16:00:00,-3.99,-12.4246709,-15.19815336,-7.45,-1.516,-5.843852303,-17.1855,-14.725,-9.68,-7.45,-24.4405,-8.77,-9.4824,-4.132,-7.467,-26.413,-3.7905,-7.7025,-14.8785,0,0
2020-08-13 17:00:00,-2.75,-12.0274937,-14.80499694,-8.1125,-1.59025,-5.603457905,-17.86,-14.8485,-8.96,-7.65,-25.4565,-8.65,-9.666,-4.089,-7.9325,-25.651,-4.0185,-8.99925,-16.6075,0,0
2020-08-13 18:00:00,-1.7575,-11.4600474,-14.45158636,-8.3075,-1.668625,-5.125260692,-18.8005,-14.7725,-8.17,-7.75,-25.677,-8.3,-9.7263,-4.635,-8.4455,-23.4935,-4.731,-9.7734,-17.5175,0,0
2020-08-13 19:00:00,-1.6245,-11.9356163,-14.16765162,-7.908,-1.6895,-4.100769552,-19.646,-14.364,-7.58,-8.07,-25.2415,-8.02,-9.3375,-4.288,-8.9395,-21.6125,-5.2345,-9.27485,-17.2315,0,0
2020-08-13 20:00:00,-1.7385,-11.95267925,-13.38140708,-7.634,-1.597125,-3.594970109,-18.772,-13.4805,-7.17,-7.77,-23.864,-7.52,-8.7435,-4.152,-8.5595,-19.8265,-4.9875,-8.898175,-16.1915,0,0
2020-08-13 21:00:00,-1.976,-12.05892665,-12.45156221,-7.3305,-1.54775,-3.076285324,-18.1925,-12.8725,-6.98,-7.67,-23.4935,-7.35,-8.7435,-3.39,-8.417,-18.829,-4.8545,-8.9414,-16.029,0,0
2020-08-13 22:00:00,-2.0805,-10.2250248,-11.17024235,-6.3185,-1.369875,-2.766654742,-16.2545,-11.7135,-6.8,-6.95,-21.033,-6.87,-8.5995,-2.958,-7.562,-17.0145,-4.4555,-7.971925,-14.209,0,0
2020-08-13 23:00:00,-1.862,-8.9516201,-9.884752591,-5.431,-1.15875,-2.558590441,-13.908,-10.45,-6.64,-6.08,-18.9335,-6.36,-7.875,-2.225,-6.612,-16.055,-3.6575,-6.971575,-11.9405,0,0
2020-08-14 00:00:00,-1.6435,-8.3761671,-9.057986282,-4.8755,-1.132875,-2.391159663,-12.16,-9.6615,-6.6,-5.34,-17.214,-6.02,-7.5105,-2.777,-5.7855,-15.219,-3.3345,-6.1997,-10.517,0,0
2020-08-14 01:00:00,-1.8715,-8.36416955,-8.781334905,-4.6805,-1.133375,-2.308547464,-11.2005,-9.2055,-6.48,-4.93,-16.5015,-5.85,-7.1055,-3.043,-5.51,-14.8485,-3.0305,-5.773625,-9.7045,0,0
2020-08-14 02:00:00,-1.71,-7.96092495,-8.4861956,-4.4765,-1.071125,-2.238190071,-10.4405,-8.778,-6.44,-4.52,-15.732,-5.64,-6.948,-2.982,-5.149,-14.592,-2.8975,-5.526625,-9.126,0,0
2020-08-14 03:00:00,-1.672,-7.61428705,-8.061995304,-4.301,-1.087625,-2.090353455,-10.2125,-8.5215,-6.4,-4.24,-15.0005,-5.46,-6.831,-3.16,-4.9305,-14.098,-2.8025,-5.267275,-8.7555,0,0
2020-08-14 04:00:00,-2.09,-7.4255857,-7.944544547,-4.2315,-1.04975,-2.090353455,-10.1935,-8.4075,-6.38,-4.16,-14.8295,-5.37,-6.5745,-3.111,-4.8545,-14.003,-2.793,-5.22405,-8.5995,0,0
2020-08-14 05:00:00,-1.8335,-7.9595655,-8.082402599,-4.388,-1.015125,-2.074651107,-10.2315,-8.5975,-6.41,-4.12,-14.877,-5.54,-6.5655,-3.084,-4.9305,-14.0695,-2.793,-5.2117,-8.4955,0,0
2020-08-14 06:00:00,-2.0995,-9.2914275,-8.355534033,-4.5925,-1.062875,-2.250645456,-10.4595,-9.1105,-6.54,-4.25,-15.4375,-5.7,-6.768,-3.098,-4.9495,-14.8675,-2.793,-5.440175,-9.035,0,0
2020-08-14 07:00:00,-2.5555,-9.9006847,-10.37721861,-5.2655,-1.188125,-2.700119396,-11.951,-10.355,-6.95,-4.99,-17.5655,-6.17,-7.119,-3.644,-5.548,-17.9455,-3.4295,-6.0515,-10.4325,0,0
2020-08-14 08:00:00,-2.8215,-10.53138805,-13.12243024,-6.2015,-1.438625,-3.518362316,-14.421,-11.8845,-7.87,-6.24,-21.109,-6.95,-7.848,-3.195,-6.403,-20.2445,-3.705,-7.058025,-12.61,0,0
2020-08-14 09:00:00,-3.154,-11.93612085,-14.84782053,-7.079,-1.557375,-4.042504723,-16.5965,-13.281,-8.65,-7.21,-23.864,-7.72,-8.0235,-3.319,-7.391,-22.6955,-4.123,-7.904,-14.4105,0,0
2020-08-14 10:00:00,-4.598,-11.7706062,-15.30289997,-8.157,-1.664,-5.039531192,-17.651,-14.2405,-8.89,-7.86,-25.327,-8.16,-8.7795,-2.967,-7.904,-24.529,-4.389,-8.231275,-15.4505,0,0
2020-08-14 11:00:00,-5.149,-12.03489945,-15.56230727,-7.9645,-1.669375,-5.411369262,-17.8125,-14.554,-8.9,-7.97,-25.878,-8.39,-8.9514,-2.73,-8.037,-25.27,-4.6075,-8.342425,-15.6975,0,0
2020-08-14 12:00:00,-4.3225,-12.6398058,-15.75023598,-7.8105,-1.68375,-5.593184878,-18.0975,-14.573,-9.04,-8.01,-26.1915,-8.45,-9.0432,-2.804,-8.246,-25.5075,-4.4175,-8.4487,-15.782,0,0
2020-08-14 13:00:00,-3.781,-12.9495527,-15.38706501,-8.0425,-1.688,-5.73413809,-18.6105,-14.8865,-9.01,-8.07,-26.2295,-8.47,-9.0333,-2.534,-8.4075,-25.65,-4.541,-8.552375,-15.9705,0,0
2020-08-14 14:00:00,-5.1585,-12.94580155,-15.2880551,-8.064,-1.622125,-5.587116959,-17.9455,-14.6585,-8.97,-7.81,-25.4125,-8.31,-8.9838,-2.566,-8.018,-25.403,-4.37,-8.2745,-15.3725,0,0
2020-08-14 15:00:00,-5.6335,-11.77217725,-14.71357669,-7.3325,-1.5355,-5.559043637,-17.328,-14.364,-8.8,-7.36,-24.288,-8.25,-8.7462,-2.378,-7.771,-25.1655,-4.1135,-8.047975,-15.002,0,0
2020-08-14 16:00:00,-6.7735,-12.20948505,-14.17800479,-7.486,-1.5355,-5.383288371,-17.347,-14.136,-8.58,-7.31,-24.23,-8.01,-8.7453,-2.392,-7.771,-24.909,-4.123,-8.11005,-15.184,0,0
2020-08-14 17:00:00,-2.166,-11.6962703,-13.58014494,-7.752,-1.58275,-5.046065267,-17.9835,-14.0125,-7.95,-7.36,-24.5055,-8,-8.8128,-2.278,-7.9135,-24.092,-4.446,-8.775325,-16.432,0,0
2020-08-14 18:00:00,-1.843,-11.0594534,-13.20586195,-7.808,-1.628375,-4.772403525,-18.8385,-14.0885,-7.4,-7.7,-24.6925,-7.78,-8.9109,-2.432,-8.5025,-21.6885,-4.9495,-9.32425,-17.147,0,0
2020-08-14 19:00:00,-2.2515,-10.70365225,-12.85394539,-7.547,-1.5735,-4.011172097,-18.8575,-13.965,-7.06,-7.73,-24.263,-7.59,-8.7399,-2.37,-8.607,-20.387,-5.13,-8.922875,-16.6725,0,0
2020-08-14 20:00:00,-2.09,-10.64872685,-12.52700867,-7.194,-1.533625,-3.442187604,-18.1735,-13.1195,-6.82,-7.5,-23.2275,-7.37,-8.397,-2.51,-8.341,-18.981,-4.9495,-8.4968,-15.847,0,0
2020-08-14 21:00:00,-2.2135,-10.87854405,-11.56383545,-6.981,-1.414875,-2.991801099,-17.404,-12.4925,-6.7,-7.26,-22.6195,-7.25,-8.3565,-2.57,-8.037,-18.0405,-4.7405,-8.428875,-15.1515,0,0
2020-08-14 22:00:00,-2.394,-10.01234545,-10.6440543,-6.153,-1.329375,-2.696953882,-15.7605,-11.6375,-6.42,-6.59,-20.539,-6.68,-7.992,-1.69,-7.2675,-16.739,-4.5885,-7.74345,-13.598,0,0
2020-08-14 23:00:00,-2.299,-9.2004707,-9.662251483,-5.4805,-1.1795,-2.430279866,-13.6135,-10.412,-6.3,-5.81,-18.5345,-6.32,-7.5285,-1.69,-6.498,-15.751,-3.8665,-6.687525,-11.726,0,0
2020-08-15 00:00:00,-2.223,-8.7524982,-8.871965395,-4.935,-1.10825,-2.208329463,-12.2265,-9.671,-6.22,-5.23,-17.195,-6.21,-6.9885,-2.46,-5.833,-15.0385,-3.382,-6.057675,-10.3545,0,0
2020-08-15 01:00:00,-3.3725,-8.3652953,-8.574306416,-4.417,-1.058875,-2.293139487,-11.2765,-9.2055,-6.2,-4.91,-16.359,-5.82,-6.6285,-2.44,-5.5575,-14.839,-3.097,-5.61925,-9.542,0,0
2020-08-15 02:00:00,-2.717,-8.19016185,-8.197362805,-4.2315,-1.015125,-2.168525741,-10.469,-8.9395,-6.22,-4.46,-15.447,-5.68,-6.543,-2.444,-5.1205,-14.535,-2.983,-5.29815,-8.9245,0,0
2020-08-15 03:00:00,-2.812,-7.7910393,-7.720444909,-4.0475,-0.999,-2.212994803,-10.0225,-8.8065,-6.16,-4.16,-14.5255,-5.4,-6.4215,-2.585,-4.94,-13.7465,-2.774,-5.1129,-8.32,0,0
2020-08-15 04:00:00,-2.888,-7.8171301,-7.620777781,-4.018,-1.001125,-2.174536892,-9.9275,-8.4835,-6.16,-4.04,-14.3165,-5.32,-6.435,-2.775,-4.8165,-13.2145,-2.774,-5.069675,-8.242,0,0
2020-08-15 05:00:00,-2.109,-8.19070715,-7.642330356,-4.115,-1.001125,-2.170642281,-9.8135,-8.398,-6.14,-4,-14.2215,-5.32,-6.3315,-2.66,-4.7975,-13.205,-2.869,-5.032625,-8.216,0,0
2020-08-15 06:00:00,-2.2135,-8.41953555,-7.724871329,-4.2415,-1.0325,-2.289521146,-10.0225,-8.436,-6.2,-4.1,-14.4495,-5.33,-6.3945,-2.584,-4.902,-13.718,-2.755,-5.131425,-8.4825,0,0
2020-08-15 07:00:00,-1.805,-8.20782425,-8.795812992,-4.9235,-1.087625,-2.303814003,-10.8395,-8.74,-6.44,-4.54,-15.2475,-5.53,-6.5385,-3.43,-5.2155,-14.5445,-3.173,-5.37225,-9.1195,0,0
2020-08-15 08:00:00,-1.463,-7.60453705,-9.846123414,-5.421,-1.104,-2.646745826,-12.502,-9.7375,-6.76,-5.04,-17.1,-5.75,-6.786,-3.712,-5.719,-15.9315,-3.4485,-6.2244,-11.0305,0,0
2020-08-15 09:00:00,-1.7955,-8.30204885,-11.12900495,-6.2115,-1.237,-3.213962284,-14.6015,-10.7065,-6.8,-5.98,-19.6745,-6.24,-7.632,-3.738,-6.764,-17.385,-4.123,-7.0889,-13.0845,0,0
2020-08-15 10:00:00,-1.501,-9.8716139,-12.32201964,-6.806,-1.395875,-3.942651682,-16.2165,-11.8655,-6.85,-6.73,-21.5175,-6.68,-7.8264,-3.007,-7.543,-19.1995,-4.313,-7.9287,-14.4105,0,0
2020-08-15 11:00:00,-1.3775,-10.4203893,-12.79829901,-6.923,-1.443625,-4.613858332,-16.891,-12.597,-6.94,-7.14,-22.4295,-7.05,-8.0514,-2.523,-7.885,-20.064,-4.4365,-8.428875,-15.158,0,0
2020-08-15 12:00:00,-1.7955,-10.2835213,-12.99334323,-7.234,-1.43175,-4.664655788,-17.5085,-13.0625,-6.9,-7.37,-22.7335,-7.18,-8.2359,-2.427,-8.3125,-20.8715,-4.5315,-8.552375,-15.5415,0,0
2020-08-15 13:00:00,-2.128,-9.9361379,-13.07805417,-7.157,-1.477125,-4.693967639,-17.6415,-13.072,-6.93,-7.38,-22.591,-7.21,-8.2989,-2.955,-8.2745,-20.7005,-4.6645,-8.5462,-15.4115,0,0
2020-08-15 14:00:00,-2.2325,-9.4903673,-12.66773051,-7.04,-1.4365,-4.700345397,-16.9385,-12.939,-6.94,-7.15,-22.0495,-7.23,-8.1369,-2.983,-7.999,-20.634,-4.4175,-8.243625,-14.846,0,0
2020-08-15 15:00:00,-2.926,-9.657116,-12.28213236,-6.98,-1.43175,-4.686306926,-16.625,-12.6445,-6.9,-6.89,-21.679,-7.17,-8.1414,-2.966,-7.9515,-20.3015,-4.4175,-8.0769,-14.534,0,0
2020-08-15 16:00:00,-2.8025,-9.9966854,-12.13968142,-6.7945,-1.425125,-4.671776301,-16.587,-12.54,-6.9,-6.85,-21.47,-7.14,-8.0514,-3.015,-7.961,-20.0545,-4.4175,-8.01515,-14.6185,0,0
2020-08-15 17:00:00,-2.812,-10.1920956,-12.67416943,-7.2435,-1.475,-4.642366381,-17.423,-12.6255,-6.92,-7.21,-22.4105,-7.24,-8.2584,-2.902,-8.1035,-19.9215,-4.7025,-8.737625,-15.7495,0,0
2020-08-15 18:00:00,-2.432,-10.56346655,-12.65031607,-7.3525,-1.584,-4.467845366,-18.5345,-12.9295,-6.7,-7.67,-23.427,-7.24,-8.4465,-2.19,-8.5785,-19.456,-5.1585,-9.27485,-17.0495,0,0
2020-08-15 19:00:00,-2.0235,-10.0762516,-12.55866359,-7.215,-1.545875,-3.666403461,-18.829,-13.2525,-6.52,-7.58,-22.838,-7.22,-8.28,-2.07,-8.626,-18.7055,-5.2915,-8.799375,-15.9965,0,0
2020-08-15 20:00:00,-2.2895,-9.9651734,-11.96549776,-6.806,-1.497125,-3.244949695,-18.069,-12.6255,-6.32,-7.33,-22.3155,-7.19,-8.199,-2.16,-8.4835,-18.2305,-5.1205,-8.398,-15.444,0,0
2020-08-15 21:00:00,-2.0805,-10.2310687,-11.1716863,-6.5615,-1.443375,-2.899497704,-16.872,-12.084,-6.26,-7.04,-21.261,-6.96,-8.0235,-2.212,-7.923,-17.518,-4.7215,-8.13865,-14.625,0,0
2020-08-15 22:00:00,-2.071,-9.93050105,-10.29256968,-5.7335,-1.2985,-2.57667688,-15.409,-11.0105,-6.22,-6.43,-19.6745,-6.68,-7.8435,-2.319,-7.182,-16.511,-4.37,-7.49645,-13.1235,0,0
2020-08-15 23:00:00,-2.0045,-8.99903555,-9.433968292,-5.041,-1.18925,-2.299463438,-13.509,-10.1745,-6.14,-5.71,-17.708,-6.24,-7.326,-2.565,-6.46,-15.5325,-3.857,-6.662825,-11.5505,0,0
2020-08-16 00:00:00,-1.311,-8.3799177,-8.903967013,-4.7,-1.085,-2.299463438,-12.1125,-9.481,-6.1,-5.1,-16.5015,-5.91,-6.993,-2.409,-5.7855,-14.8105,-3.3345,-6.045325,-10.1075,0,0
2020-08-16 01:00:00,-1.273,-7.26998235,-8.609974892,-4.4275,-1.03675,-2.36125759,-11.3715,-9.196,-6.05,-4.84,-15.7415,-5.68,-6.543,-2.387,-5.5005,-14.6205,-3.116,-5.56985,-9.308,0,0
2020-08-16 02:00:00,-2.2325,-6.83785585,-8.143420992,-3.9685,-1.048625,-2.216971357,-10.4975,-8.9205,-6.07,-4.38,-14.858,-5.55,-6.4215,-2.932,-4.978,-14.3545,-2.926,-5.254925,-8.593,0,0
2020-08-16 03:00:00,-2.0045,-6.87541885,-7.551301174,-3.949,-1.03175,-2.207238202,-9.9275,-8.607,-6.05,-4.06,-14.0695,-5.33,-6.192,-2.994,-4.807,-13.338,-3.0685,-5.10055,-8.1705,0,0
2020-08-16 04:00:00,-2.0615,-6.7010017,-7.413370557,-3.8715,-0.977125,-2.214346703,-9.7375,-8.4265,-6.05,-3.9,-13.68,-5.22,-6.1965,-2.27,-4.674,-12.977,-2.774,-5.032625,-7.995,0,0
2020-08-16 05:00:00,-1.976,-6.76109015,-7.387324969,-3.725,-0.943875,-2.203281392,-9.6045,-8.341,-6.06,-3.86,-13.471,-5.12,-6.165,-3.014,-4.636,-13.015,-2.888,-4.97705,-7.9235,0,0
2020-08-16 06:00:00,-1.881,-6.88395325,-7.382877816,-3.7835,-0.979875,-2.324126733,-9.785,-8.3505,-6.14,-3.88,-13.5375,-5.16,-6.2415,-2.971,-4.6455,-13.1575,-2.8975,-4.95235,-7.943,0,0
2020-08-16 07:00:00,-1.957,-6.7639153,-7.977547256,-3.988,-0.97075,-2.290269331,-10.317,-8.7495,-6.38,-4.08,-13.813,-5.29,-6.3675,-3.217,-4.8735,-13.4805,-2.8215,-5.205525,-8.346,0,0
2020-08-16 08:00:00,-1.786,-7.34959475,-8.703381229,-4.7305,-1.04725,-2.297581868,-11.856,-9.1485,-6.66,-4.58,-15.1905,-5.51,-6.678,-2.27,-5.377,-14.174,-3.2775,-5.8045,-9.828,0,0
2020-08-16 09:00:00,-1.957,-9.1431562,-9.658871731,-5.451,-1.117125,-2.650501232,-13.6135,-9.9655,-6.83,-5.32,-17.0835,-5.83,-7.0434,-2.23,-6.251,-15.371,-3.8095,-6.588725,-11.765,0,0
2020-08-16 10:00:00,-2.071,-9.3396538,-10.86302446,-6.133,-1.275,-3.269649355,-15.3235,-11.0295,-6.94,-6.28,-19.2185,-6.2,-7.569,-2.215,-7.0965,-17.005,-4.199,-7.503275,-13.585,0,0
2020-08-16 11:00:00,-2.0425,-9.85187195,-11.79744584,-7.04,-1.4075,-3.856328504,-16.2925,-11.9985,-7.1,-6.98,-21.315,-6.74,-7.9614,-2.157,-7.657,-18.981,-4.389,-8.37655,-14.768,0,0
2020-08-16 12:00:00,-1.9,-10.07915565,-12.03321502,-7.4085,-1.385875,-4.577544605,-16.967,-12.3785,-7.2,-7.23,-22.334,-6.9,-8.2935,-2.137,-8.018,-19.6985,-4.465,-8.805875,-15.4375,0,0
2020-08-16 13:00:00,-1.8905,-10.6737045,-12.20544102,-7.4005,-1.43525,-4.674743867,-17.4515,-12.4925,-7.24,-7.24,-22.723,-6.96,-8.5761,-2.29,-8.1795,-19.9475,-4.712,-8.861125,-15.48365,0,0
2020-08-16 14:00:00,-1.9285,-10.33953235,-11.82051591,-7.1765,-1.3925,-4.66924083,-16.7485,-12.4735,-7.28,-7.15,-22.117,-6.94,-8.5554,-2.261,-7.923,-19.875,-4.3985,-8.6034,-15.067,0,0
2020-08-16 15:00:00,-1.8525,-10.10496545,-11.44017675,-7.011,-1.344125,-4.617140179,-16.435,-12.1505,-7.23,-6.95,-21.3985,-7.04,-8.3412,-2.246,-7.828,-19.7925,-4.3225,-8.1666,-14.74915,0,0
